1744531651,0,-12432,7964,6068,297,-456,-1315
1744531651,1,-15848,1464,2628,503,168,-1107
1744531651,2,-15864,3176,1620,424,777,-847
1744531651,3,-13688,3772,5596,-125,-159,-1210
1744531651,4,16992,1236,-1252,-968,-904,-14
1744531651,0,-11956,7040,6264,-29,-146,-923
1744531651,1,-15200,560,2664,209,492,-683
1744531651,2,-15660,2448,1324,348,900,-253
1744531651,3,-13640,3084,5588,209,273,-827
1744531651,4,17004,784,-1772,-1053,-409,511
1744531651,0,-12236,7176,5936,130,68,-376
1744531651,1,-15356,884,2440,-187,317,-43
1744531651,2,-15516,2912,980,-455,512,145
1744531651,3,-13552,3244,5072,-281,382,68
1744531651,4,16800,832,-1672,-459,188,520
1744531651,0,-12420,7144,5644,147,257,210
1744531651,1,-15420,1084,2160,-149,304,404
1744531651,2,-15760,3472,916,-368,218,372
1744531651,3,-14024,4016,4720,-236,1,241
1744531651,4,17032,-140,-844,-331,356,75
1744531651,0,-12476,8052,5536,-531,-198,498
1744531651,1,-15588,1592,2168,-797,-574,189
1744531651,2,-15852,3460,1308,-1080,-242,-293
1744531651,3,-13432,4068,5220,-825,-574,274
1744531651,4,16984,860,-508,-119,309,-483
1744531651,0,-12020,7828,5892,-517,-421,516
1744531651,1,-15420,1488,2720,-539,-605,220
1744531651,2,-15676,3340,1624,-710,-324,-220
1744531651,3,-13384,4196,5392,-489,-652,204
1744531651,4,16948,1068,-556,-380,377,-394
1744531651,0,-11840,8216,6012,-358,-402,367
1744531651,1,-15268,1756,2956,-472,-355,101
1744531651,2,-15508,3264,2072,-610,30,-232
1744531651,3,-13076,4272,5696,-421,-239,-62
1744531651,4,16896,1428,-452,-526,-10,-75
1744531651,0,-11740,7992,6248,-190,-202,-12
1744531651,1,-15308,1504,2904,-274,-37,-31
1744531651,2,-15744,3104,1876,-400,272,-150
1744531651,3,-13452,4076,5564,-263,-137,-119
1744531651,4,16948,1332,-512,-616,6,109
1744531651,0,-12044,8124,6124,-78,-64,-198
1744531651,1,-15592,1672,2568,-81,27,-183
1744531651,2,-15844,3436,1800,-209,352,-205
1744531651,3,-13344,4328,5532,-319,-44,-314
1744531651,4,17072,1132,-544,-530,-214,114
1744531651,0,-12104,7812,6124,-186,-34,-269
1744531651,1,-15628,1488,2668,-159,188,-278
1744531651,2,-15672,3184,1780,-193,511,-241
1744531651,3,-13532,4052,5580,-204,-3,-448
1744531651,4,17060,1068,-784,-675,-253,150
1744531651,0,-12004,7764,5864,-38,-115,-294
1744531651,1,-15280,1312,2548,-58,199,-239
1744531651,2,-15552,3120,1576,-147,484,-154
1744531651,3,-13368,3712,5300,-152,-35,-349
1744531651,4,16936,1028,-1152,-849,-147,137
1744531651,0,-12008,7476,5960,102,-108,-236
1744531651,1,-15432,1032,2496,31,186,-93
1744531651,2,-15732,2972,1504,-107,376,-32
1744531651,3,-13908,3616,5424,-136,-55,-182
1744531651,4,17052,584,-1136,-602,-3,-17
1744531652,0,-12268,7724,6200,-396,-202,88
1744531652,1,-15688,1340,2672,-640,-220,-16
1744531652,2,-15776,2880,1560,-845,139,-279
1744531652,3,-13348,3700,5608,-683,-269,46
1744531652,4,17080,1556,-896,-296,85,-84
1744531652,0,-11892,7556,6264,-286,-84,140
1744531652,1,-15452,1396,2976,-418,-17,76
1744531652,2,-15780,3032,1912,-553,156,-76
1744531652,3,-13460,3916,5656,-372,-175,66
1744531652,4,17092,1312,-684,-392,214,3
1744531652,0,-11948,7944,6216,-200,-17,255
1744531652,1,-15284,1460,2980,-390,16,211
1744531652,2,-15688,3208,1944,-555,194,62
1744531652,3,-13320,4188,5396,-396,20,52
1744531652,4,17108,1140,-484,-416,69,170
1744531652,0,-12056,7904,6224,-213,34,53
1744531652,1,-15492,1444,2836,-347,74,21
1744531652,2,-15568,3152,1812,-444,315,-15
1744531652,3,-13280,3976,5716,-282,144,-55
1744531652,4,16944,1140,-640,-556,34,310
1744531652,0,-12032,7812,6048,-61,68,26
1744531652,1,-15360,1472,2644,-316,117,77
1744531652,2,-15516,3116,1824,-514,313,45
1744531652,3,-13388,3924,5536,-350,-38,0
1744531652,4,16936,1208,-728,-507,91,139
1744531652,0,-11948,7948,6032,-24,-132,97
1744531652,1,-15428,1628,2680,-208,-1,47
1744531652,2,-15752,3348,1740,-375,285,-39
1744531652,3,-13648,4020,5516,-311,-101,-142
1744531652,4,17116,976,-768,-505,-17,61
1744531652,0,-12052,7860,6132,-175,-237,94
1744531652,1,-15256,1444,2880,-336,-119,48
1744531652,2,-15600,3012,1872,-449,172,-68
1744531652,3,-13208,4024,5848,-219,-85,-82
1744531652,4,16856,1328,-620,-613,79,103
1744531652,0,-11800,8000,6396,-189,-34,19
1744531652,1,-15448,1336,3244,-422,106,-10
1744531652,2,-15648,3004,2064,-535,406,-41
1744531652,3,-13368,3984,5892,-405,100,-92
1744531652,4,16892,1408,-760,-465,-75,262
1744531652,0,-11888,7768,6144,-103,225,-108
1744531652,1,-15400,1508,2780,-297,305,-56
1744531652,2,-15768,3292,1616,-465,487,-123
1744531652,3,-13380,4152,5288,-558,21,-128
1744531652,4,16960,908,-480,-152,-116,57
1744531652,0,-11996,7588,5960,-444,115,59
1744531652,1,-15416,1228,2704,-395,76,-21
1744531652,2,-15716,3036,1596,-303,314,-71
1744531652,3,-13432,4028,5556,-157,-112,-147
1744531652,4,17012,840,-944,-623,101,36
1744531652,0,-12056,7920,6068,-165,-195,63
1744531652,1,-15480,1384,2916,-178,-157,-18
1744531652,2,-15704,3048,2008,-326,158,-176
1744531652,3,-13228,4140,5736,-266,-167,-192
1744531652,4,16864,1304,-464,-546,-101,53
1744531652,0,-11856,7864,6288,-225,-73,-135
1744531652,1,-15344,1180,2996,-261,92,-191
1744531652,2,-15644,2840,1860,-299,480,-156
1744531652,3,-13356,3820,5752,-200,79,-270
1744531652,4,17128,1168,-932,-658,-83,219
1744531652,0,-11840,7740,6248,-88,46,-51
1744531652,1,-15476,1460,2764,-300,190,20
1744531652,2,-15848,3168,1680,-399,381,1
1744531652,3,-13572,3864,5328,-279,-26,-148
1744531652,4,17060,980,-848,-576,23,106
1744531652,0,-12036,7812,6092,-175,-83,68
1744531652,1,-15384,1228,2932,-308,45,94
1744531652,2,-15780,2956,1880,-395,213,37
1744531652,3,-13448,3668,5692,-178,-96,-33
1744531652,4,16976,1332,-872,-700,207,182
1744531652,0,-11972,7816,6148,52,-105,124
1744531652,1,-15452,1488,2780,-136,23,177
1744531652,2,-15656,3324,1728,-396,189,81
1744531652,3,-13564,4080,5584,-358,-143,55
1744531652,4,17128,1124,-600,-375,133,-36
1744531652,0,-11912,7816,6296,-276,-106,123
1744531652,1,-15352,1292,3096,-388,-58,68
1744531652,2,-15716,2916,2032,-430,191,18
1744531652,3,-13400,3956,5908,-209,-22,38
1744531652,4,16980,1504,-596,-498,143,204
1744531652,0,-11916,7828,6412,-56,72,143
1744531652,1,-15384,1460,2984,-277,126,178
1744531652,2,-15932,3080,1816,-408,227,82
1744531652,3,-13612,4016,5788,-238,-70,31
1744531652,4,17072,1132,-616,-555,182,77
1744531652,0,-11928,8040,6252,-80,-53,225
1744531652,1,-15536,1536,2996,-324,58,151
1744531652,2,-15812,3160,2004,-470,255,55
1744531653,3,-13452,4188,5756,-365,-58,-9
1744531653,4,16952,1196,-404,-344,70,174
1744531653,0,-11924,8008,6068,-229,35,100
1744531653,1,-15244,1540,3048,-325,123,18
1744531653,2,-15516,3152,2084,-405,422,11
1744531653,3,-13136,4308,5576,-282,141,-179
1744531653,4,16828,1108,-388,-465,-102,263
1744531653,0,-11832,8084,6232,-267,98,-103
1744531653,1,-15312,1644,3100,-415,206,-73
1744531653,2,-15548,3164,1948,-509,481,-79
1744531653,3,-13272,4092,5360,-340,107,-157
1744531653,4,16896,1184,-552,-533,-96,255
1744531653,0,-11800,7904,6116,-43,-9,-33
1744531653,1,-15300,1656,2956,-209,154,23
1744531653,2,-15484,3256,2028,-361,416,78
1744531653,3,-13372,4092,5624,-371,166,-21
1744531653,4,16856,1020,-460,-56,-52,463
1744531653,0,-11704,8056,6188,-188,64,106
1744531653,1,-15388,1596,2824,-551,98,170
1744531653,2,-15864,3316,1680,-698,320,-158
1744531653,3,-13488,3996,5644,-546,-163,-113
1744531653,4,17128,1280,-660,-188,-249,85
1744531653,0,-11904,7812,6216,-92,-165,-72
1744531653,1,-15304,1372,2740,-116,80,-64
1744531653,2,-15592,3124,1732,-240,386,-85
1744531653,3,-13384,3968,5732,-196,72,-223
1744531653,4,17076,1304,-852,-754,-7,227
1744531653,0,-11756,7844,6296,33,-29,-228
1744531653,1,-15628,1452,3136,-93,254,-222
1744531653,2,-15776,3132,1996,-197,468,-109
1744531653,3,-13500,4076,5564,-215,-23,-241
1744531653,4,17052,1024,-732,-477,-27,162
1744531653,0,-11800,7736,6340,-264,168,-119
1744531653,1,-15516,1216,3004,-317,266,-102
1744531653,2,-15756,2996,1888,-305,450,-23
1744531653,3,-13424,3940,5752,-265,58,-175
1744531653,4,17056,1160,-812,-379,74,253
1744531653,0,-11756,7676,6036,-164,176,56
1744531653,1,-15328,1464,2852,-405,327,111
1744531653,2,-15584,3076,1804,-442,518,104
1744531653,3,-13436,4116,5684,-210,155,-164
1744531653,4,17144,1092,-564,-690,-25,267
1744531653,0,-11876,7848,5928,-75,45,-62
1744531653,1,-15284,1528,2680,-246,245,18
1744531653,2,-15884,3112,1744,-324,511,4
1744531653,3,-13600,3992,5648,-178,123,-204
1744531653,4,17228,696,-724,-608,-40,205
1744531653,0,-11984,7880,6220,-163,3,76
1744531653,1,-15400,1300,2932,-348,74,27
1744531653,2,-15740,3060,1616,-350,329,63
1744531653,3,-13580,4012,5728,-154,-37,-152
1744531653,4,17044,996,-584,-635,84,129
1744531653,0,-11960,8124,6292,-184,-76,19
1744531653,1,-15248,1676,3064,-369,72,-24
1744531653,2,-15592,3020,1956,-530,489,-62
1744531653,3,-13372,4040,5864,-431,173,-219
1744531653,4,17016,1364,-724,-486,-108,233
1744531653,0,-11820,7824,6352,-117,29,-66
1744531653,1,-15364,1280,2892,-250,170,1
